https://www.amazon.com/Neutrogena-Ultra-Dry-Touch-Sunscreen-Spectrum/dp/B004D2DR0Q/ref=sr_1_3_a_it/146-0643323-3285715?ie=UTF8
Neutrogena Ultra Sheer Dry-Touch Sunscreen, Broad Spectrum Spf 45, 3 Fl. Oz., Pack Of 2
reviewId, reviewDate, userId, userName, userLocation, userLink
R1ZP39GXR08VSR,March 31 2016,AHCSPE2Z7XNDUYRCXIK5X4ZDHQEQ,David P.,,/gp/profile/amzn1.account.AHCSPE2Z7XNDUYRCXIK5X4ZDHQEQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R2ZIXOOVOS14MU,November 6 2016,AEONBDY4Z64L4GY7VKC43EJIQ55Q,I research everything,,/gp/profile/amzn1.account.AEONBDY4Z64L4GY7VKC43EJIQ55Q/ref=cm_cr_arp_d_pdp?ie=UTF8
R31Y7J366GK5NF,July 19 2016,AEOB2XR7647BO7K62LRWWFOZNEGQ,Alice T,,/gp/profile/amzn1.account.AEOB2XR7647BO7K62LRWWFOZNEGQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R3SVK43UJ5JD8H,June 3 2016,AEJD5EB4QWHA4KHATKQ5ACLP3RPA,Jane Ben-Ari,,/gp/profile/amzn1.account.AEJD5EB4QWHA4KHATKQ5ACLP3RPA/ref=cm_cr_arp_d_pdp?ie=UTF8
R14910KB6H1Q8J,April 20 2016,AFMUS23W3DNVU5JT764TA2LEQGVA,Marci L. Sandusky,,/gp/profile/amzn1.account.AFMUS23W3DNVU5JT764TA2LEQGVA/ref=cm_cr_arp_d_pdp?ie=UTF8
R3GTTNF38EYG97,August 29 2016,AE6GAYNUXPLPFIUOGIK7HX6YQRKA,C. Most,,/gp/profile/amzn1.account.AE6GAYNUXPLPFIUOGIK7HX6YQRKA/ref=cm_cr_arp_d_pdp?ie=UTF8
R31SQQF8X41ZXT,July 26 2016,AHLEADGM5V6WNI2QB7A5R4TOQIRA,Claire W,Glen Ridge  NJ United States,/gp/profile/amzn1.account.AHLEADGM5V6WNI2QB7A5R4TOQIRA/ref=cm_cr_arp_d_pdp?ie=UTF8
R3IV7KFA71LK0O,March 3 2016,AFOT4WK47JJO7TKOBDGDAMAUFLUQ,RM,,/gp/profile/amzn1.account.AFOT4WK47JJO7TKOBDGDAMAUFLUQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R3RRRBPBPKFLUZ,July 21 2016,AFK7DNMZWWKQEBR4C7HD3M6SO5KQ,Gar Wai Guan,,/gp/profile/amzn1.account.AFK7DNMZWWKQEBR4C7HD3M6SO5KQ/ref=cm_cr_arp_d_pdp?ie=UTF8
RT4YTO7EENP53,February 14 2016,AEF5GCXBRO7ADKGJXDRUIIP2Z52Q,Mike,,/gp/profile/amzn1.account.AEF5GCXBRO7ADKGJXDRUIIP2Z52Q/ref=cm_cr_arp_d_pdp?ie=UTF8
R2PUNABOPTZ9TC,December 30 2016,AFIUO67JPUYKRLVYFYHL2I7QFORQ,j1nxy,,/gp/profile/amzn1.account.AFIUO67JPUYKRLVYFYHL2I7QFORQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R2Q0RAB0PP9TED,September 5 2016,AFJBBTQEZ3CMXD7LJQNKPFIDQLEA,Amazon Customer,,/gp/profile/amzn1.account.AFJBBTQEZ3CMXD7LJQNKPFIDQLEA/ref=cm_cr_arp_d_pdp?ie=UTF8
R14QKYPT83X9LK,August 24 2016,AGM5TTKBXQLCDJ7NNLXBWVQBQ7KA,Amazon Customer,,/gp/profile/amzn1.account.AGM5TTKBXQLCDJ7NNLXBWVQBQ7KA/ref=cm_cr_arp_d_pdp?ie=UTF8
RE0AV6NQCOKGY,June 20 2016,AGHFWSLP23XL3GXTTAJDIT4AFJGQ,J. smith,rome  ga.,/gp/profile/amzn1.account.AGHFWSLP23XL3GXTTAJDIT4AFJGQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R1VLKD199HMNGM,September 3 2016,AE42SKPFFQTVBYQDTXYGD5XGEHGQ,Sam,I build awesomeness" "San Diego  Ca,/gp/profile/amzn1.account.AE42SKPFFQTVBYQDTXYGD5XGEHGQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R3QSIE6AV4MS5H,October 2 2016,AFN572XEAGBMXJMZM2HGEET3V2PQ,Carol Tan,Alexandria  VA United States,/gp/profile/amzn1.account.AFN572XEAGBMXJMZM2HGEET3V2PQ/ref=cm_cr_arp_d_pdp?ie=UTF8
RUV4W675J6DBD,August 21 2016,AHXORYC5C6HNL5Q7Z3BGHDJKV6LQ,David Block,,/gp/profile/amzn1.account.AHXORYC5C6HNL5Q7Z3BGHDJKV6LQ/ref=cm_cr_arp_d_pdp?ie=UTF8
RSIFDWQ82CJTB,May 18 2016,AH5BAC52CNFUBO6CJGM77DVKMMIA,mab,metro nyc,/gp/profile/amzn1.account.AH5BAC52CNFUBO6CJGM77DVKMMIA/ref=cm_cr_arp_d_pdp?ie=UTF8
RBOWVQIMGVOIJ,November 8 2016,AH6A5UKVK2BW42ERXAGPAK4IEVBA,AWagoner_NC,,/gp/profile/amzn1.account.AH6A5UKVK2BW42ERXAGPAK4IEVBA/ref=cm_cr_arp_d_pdp?ie=UTF8
RZGYY14DWZC6K,October 11 2016,AHNC4YYXRX3ZRINMPNUSBV7DVK4Q,Celtic Chica,,/gp/profile/amzn1.account.AHNC4YYXRX3ZRINMPNUSBV7DVK4Q/ref=cm_cr_arp_d_pdp?ie=UTF8
R3C4G6SOXYXEKG,June 21 2016,AH6MMIH4657QH54V2G7PSM6NFGAA,Amazon Customer,,/gp/profile/amzn1.account.AH6MMIH4657QH54V2G7PSM6NFGAA/ref=cm_cr_arp_d_pdp?ie=UTF8
R361SIU5PQJKPK,July 24 2016,AGR6OCWHAR46LOLTTR27EZZWMHZQ,FatAndy,SLC  UT USA,/gp/profile/amzn1.account.AGR6OCWHAR46LOLTTR27EZZWMHZQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R1M0NLS6GODBOL,September 12 2016,AFL6SSHFOMCKHKZBBH7OBIMSXTAA,TamieC,,/gp/profile/amzn1.account.AFL6SSHFOMCKHKZBBH7OBIMSXTAA/ref=cm_cr_arp_d_pdp?ie=UTF8
R3MYPQZGMAO0PU,June 7 2016,AHC5LHHZNVMQNNH63SFGLYKJLOOA,leslie A.,New York  NY United States,/gp/profile/amzn1.account.AHC5LHHZNVMQNNH63SFGLYKJLOOA/ref=cm_cr_arp_d_pdp?ie=UTF8
R34KRGRLECSPQ9,February 7 2016,AGVGIW6HXUTAGMS5HFMALOKDQEKA,Elcina,,/gp/profile/amzn1.account.AGVGIW6HXUTAGMS5HFMALOKDQEKA/ref=cm_cr_arp_d_pdp?ie=UTF8
R14SM5NA4IJ87D,December 19 2016,AGSMHSJG7NPKVFNNLUI7REBSDCQQ,Jennifer,,/gp/profile/amzn1.account.AGSMHSJG7NPKVFNNLUI7REBSDCQQ/ref=cm_cr_arp_d_pdp?ie=UTF8
RV8JU4UB5OJ0Y,July 4 2016,AGBARL3DPU6Z2M3TX2M4ZMBSD54A,LeAnn,,/gp/profile/amzn1.account.AGBARL3DPU6Z2M3TX2M4ZMBSD54A/ref=cm_cr_arp_d_pdp?ie=UTF8
R2NP689GUY4REO,November 19 2016,AGXUT4KX4AZKD5P4M27H33AH6H7A,Kaps,Engineer" "San Diego,/gp/profile/amzn1.account.AGXUT4KX4AZKD5P4M27H33AH6H7A/ref=cm_cr_arp_d_pdp?ie=UTF8
R39YCLD6CN3AZ9,March 27 2016,AFTVTBR3VFXSNOLPCQYWPYHEDNVA,Amazon Customer,,/gp/profile/amzn1.account.AFTVTBR3VFXSNOLPCQYWPYHEDNVA/ref=cm_cr_arp_d_pdp?ie=UTF8
R2RXPQAK3SUMXB,October 28 2016,AHZDJ5HLD5JGJVFC2L7IV4Z7HJ3A,MK,,/gp/profile/amzn1.account.AHZDJ5HLD5JGJVFC2L7IV4Z7HJ3A/ref=cm_cr_arp_d_pdp?ie=UTF8
R1SJLPLYMRSWST,July 17 2016,AFHEL37W7I2TKTF3DYTH3CX4T7HQ,Amazon Customer,,/gp/profile/amzn1.account.AFHEL37W7I2TKTF3DYTH3CX4T7HQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R3QG1P8GYD9UEF,July 25 2016,AGDU5VMVP6C433OAUXDMMIHBU6VQ,Moon,Researcher" "Massachusetts,/gp/profile/amzn1.account.AGDU5VMVP6C433OAUXDMMIHBU6VQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R3G2J7F6SHQADW,July 24 2016,AGCADQVJIU6VVJT2IDI3AWGZHC6A,Texas Amazon Warrior,,/gp/profile/amzn1.account.AGCADQVJIU6VVJT2IDI3AWGZHC6A/ref=cm_cr_arp_d_pdp?ie=UTF8
RW8607YH0AX4W,December 4 2016,AHUEN4EGT323D3FYLOFGOOEWFE6A,MJ,,/gp/profile/amzn1.account.AHUEN4EGT323D3FYLOFGOOEWFE6A/ref=cm_cr_arp_d_pdp?ie=UTF8
R16RJK6BKAMBN,September 17 2016,AGUOWEUO22GAKSF7SD7GWYQFMQJA,J.Rintala,,/gp/profile/amzn1.account.AGUOWEUO22GAKSF7SD7GWYQFMQJA/ref=cm_cr_arp_d_pdp?ie=UTF8
R2NI63YCTDRX8K,March 5 2016,AHT6D7HNLXJZDQ5SAD2JNHINMUKQ,Mike,,/gp/profile/amzn1.account.AHT6D7HNLXJZDQ5SAD2JNHINMUKQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R24V6QS85BPOA2,August 27 2016,AFMQMHS5DSBE4ECHH3PAXMVSWKYQ,JessicaP,,/gp/profile/amzn1.account.AFMQMHS5DSBE4ECHH3PAXMVSWKYQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R1ETQOXI6DF3PB,July 21 2016,AGN3CX2B3CR4EMNRJJL6VFCERWOA,miya,,/gp/profile/amzn1.account.AGN3CX2B3CR4EMNRJJL6VFCERWOA/ref=cm_cr_arp_d_pdp?ie=UTF8
R3VB7TTSH8KYDJ,August 23 2016,AHFBIPJLLH7IGX2DCMFFFTYDNLOQ,whatwhere,,/gp/profile/amzn1.account.AHFBIPJLLH7IGX2DCMFFFTYDNLOQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R2YNTQCG1XCIIP,August 1 2016,AH2MAMC6KB3I37IK5C66BPA7IU2A,Jennifer T. Helton,Mission Viejo  California USA,/gp/profile/amzn1.account.AH2MAMC6KB3I37IK5C66BPA7IU2A/ref=cm_cr_arp_d_pdp?ie=UTF8
R2KFI9ZWQPF93B,May 6 2016,AFQLRNENX2GAGOADP2FKKC27SOOA,C.Moon,California  USA,/gp/profile/amzn1.account.AFQLRNENX2GAGOADP2FKKC27SOOA/ref=cm_cr_arp_d_pdp?ie=UTF8
R22QRHCH109Y19,July 27 2016,AFUFZCZW5CKEPRINJIQFK5HZ6SIA,Bailey,,/gp/profile/amzn1.account.AFUFZCZW5CKEPRINJIQFK5HZ6SIA/ref=cm_cr_arp_d_pdp?ie=UTF8
R1ZOTLXQ1NR6US,September 13 2016,AGAU6JULFT5RZW4CZH6X7RY6AB7Q,Stylistbrooke,,/gp/profile/amzn1.account.AGAU6JULFT5RZW4CZH6X7RY6AB7Q/ref=cm_cr_arp_d_pdp?ie=UTF8
RP035D9ZNB8CO,May 30 2016,AGXGVMWUNAQDC3V2IXX2G6CGVMGA,Kid Sister,Upstate  New York USA,/gp/profile/amzn1.account.AGXGVMWUNAQDC3V2IXX2G6CGVMGA/ref=cm_cr_arp_d_pdp?ie=UTF8
R2QEMXIFKL4ABK,December 20 2016,AGYVI5CZUR7BZULJEJIHZGODZS7A,Crumpet,,/gp/profile/amzn1.account.AGYVI5CZUR7BZULJEJIHZGODZS7A/ref=cm_cr_arp_d_pdp?ie=UTF8
R1TLJJKJZQ9RL6,July 17 2016,AECKZFODG6OVLHEOKUMVHHHCE5JA,Jessica L. Bay,Leonardtown  MD,/gp/profile/amzn1.account.AECKZFODG6OVLHEOKUMVHHHCE5JA/ref=cm_cr_arp_d_pdp?ie=UTF8
R9JPKRJGQ3G9W,September 12 2016,AFNUBDQXJPE7FZMHVCCIPJRJJ7EA,The FED Reviewer,South Gate  CA United States,/gp/profile/amzn1.account.AFNUBDQXJPE7FZMHVCCIPJRJJ7EA/ref=cm_cr_arp_d_pdp?ie=UTF8
RUCK5M9LN2K4U,June 29 2016,AEVU3S4COATZR5WIIUK2ZLDWYUQQ,ItsaBella,,/gp/profile/amzn1.account.AEVU3S4COATZR5WIIUK2ZLDWYUQQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R34VXIXSKW9ISX,August 19 2016,AGDUQGFDNGKFZWATD3FCIX4JFCVQ,JT,,/gp/profile/amzn1.account.AGDUQGFDNGKFZWATD3FCIX4JFCVQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R3U5DS0994ZIA2,September 3 2016,AFJSJ3SNAQE6REHYXPGDIX6W2MUA,I write reviews sometimes,,/gp/profile/amzn1.account.AFJSJ3SNAQE6REHYXPGDIX6W2MUA/ref=cm_cr_arp_d_pdp?ie=UTF8
R2VI2DM3MG2YAP,July 8 2016,AFAHLGTAALHVEFVWORF3TD5FC4TA,CRossi,,/gp/profile/amzn1.account.AFAHLGTAALHVEFVWORF3TD5FC4TA/ref=cm_cr_arp_d_pdp?ie=UTF8
R1A7277UQKC4GP,January 28 2016,AEEENUEWZF6OKY7KMTKIF2YDFEQA,RW,,/gp/profile/amzn1.account.AEEENUEWZF6OKY7KMTKIF2YDFEQA/ref=cm_cr_arp_d_pdp?ie=UTF8
R1GAE3TPYCKZ3F,May 6 2016,AF2JHAYK2IID5JHQAVGOIIHOB77A,Dalen Pluskett,Puyallup  WA,/gp/profile/amzn1.account.AF2JHAYK2IID5JHQAVGOIIHOB77A/ref=cm_cr_arp_d_pdp?ie=UTF8
R2R1VTSY7C6QF7,March 18 2016,AHZTDSQNAY2KWSRFLYCG4LTOXQQQ,martin ceci,LA VERNE  CA  US,/gp/profile/amzn1.account.AHZTDSQNAY2KWSRFLYCG4LTOXQQQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R24G5HEN57R5NB,August 8 2016,AG5WJBMRLHKRKHPDWTFGIX7YYS4A,Shannon Haskins,,/gp/profile/amzn1.account.AG5WJBMRLHKRKHPDWTFGIX7YYS4A/ref=cm_cr_arp_d_pdp?ie=UTF8
R1X8CBIGTJ0M1R,November 27 2016,AHUTZS24XMMZCRWGFFRYGIW6N2VA,C. Baldeon,Guayaquil  Ecuador,/gp/profile/amzn1.account.AHUTZS24XMMZCRWGFFRYGIW6N2VA/ref=cm_cr_arp_d_pdp?ie=UTF8
RHCT8Q0H7AFCT,July 19 2016,AGFLA2BBZF6TXHCJLG4WYFRV2QVA,Trevor Moody,,/gp/profile/amzn1.account.AGFLA2BBZF6TXHCJLG4WYFRV2QVA/ref=cm_cr_arp_d_pdp?ie=UTF8
RTTHAZVR9AVZB,July 23 2016,AF4Q4GYTLOZCPXL7KFN63C6GMJ5A,Down to Earth,,/gp/profile/amzn1.account.AF4Q4GYTLOZCPXL7KFN63C6GMJ5A/ref=cm_cr_arp_d_pdp?ie=UTF8
RMU0IITV4IIOK,September 8 2016,AGGIIHG264QQDNPVEIQL2J45UP3Q,HeatherB,Bethlehem  PA USA,/gp/profile/amzn1.account.AGGIIHG264QQDNPVEIQL2J45UP3Q/ref=cm_cr_arp_d_pdp?ie=UTF8
R1EDT6IDQBLRG1,November 28 2016,AF5NQW4GRZ2LE3EQPRDCG5RIHEGA,David Ruiz,,/gp/profile/amzn1.account.AF5NQW4GRZ2LE3EQPRDCG5RIHEGA/ref=cm_cr_arp_d_pdp?ie=UTF8
R2AV2C32IO3OOC,April 7 2016,AFU3G27UHEQL7B2CCDBUSVBUBXIQ,Michael,,/gp/profile/amzn1.account.AFU3G27UHEQL7B2CCDBUSVBUBXIQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R1WLAVS80MGLJ1,August 21 2016,AGDMEQ6GODVBDK6U2HQKME7376GA,M. Capra,Chapel Hill  NC,/gp/profile/amzn1.account.AGDMEQ6GODVBDK6U2HQKME7376GA/ref=cm_cr_arp_d_pdp?ie=UTF8
R2VHKCA1JB1B6C,February 3 2016,AHC7BXSQJXCC3NVEH76YGILAXN3A,Shi,,/gp/profile/amzn1.account.AHC7BXSQJXCC3NVEH76YGILAXN3A/ref=cm_cr_arp_d_pdp?ie=UTF8
R3G833Q8EVVSM,May 4 2016,AGVKHRL67Y6U34PICMCC2ZFH6ZEQ,Melanie M.,Northern California,/gp/profile/amzn1.account.AGVKHRL67Y6U34PICMCC2ZFH6ZEQ/ref=cm_cr_arp_d_pdp?ie=UTF8
R10VYG1SSS4NCN,August 26 2016,AE4EZZG5XTOW5Z473XPVKO3UEUYQ,Baby shopper,,/gp/profile/amzn1.account.AE4EZZG5XTOW5Z473XPVKO3UEUYQ/ref=cm_cr_arp_d_pdp?ie=UTF8
